link,title,description,published,date_updated
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::common-ownership-lots,Common Ownership Lots,"The common ownership lots is a single polygon layer that is built from various polygon feature classes of the District's Vector Property Mapping database including the below. It represents all lands that are outside right-of-way.Record LotsTax LotsParcel LotsReservation LotsAir Rights LotsAll of which are found separately on https://opendata.dc.gov. The Office of Tax and Revenue maintains a database known as Information Tax System (ITS) that contains the accounts for the real property taxes. ITS records reference record lots, tax lots, parcels, condominiums and federally owned lands such as reservations. Information from ITS is conflated to Common Ownership Lot features by SSL (Square, Suffix and Lot). This layer does not include condo records. This layer is regenerated WEEKLY with an automated algorithm using the latest Pubic Extract information for attribution.",2015-02-27 21:10:07+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::square-boundaries,Square Boundaries,"Squares are calculated by the outer extents of the record or tax lots within a defined area (typically a city block).  There are roughly 4896 active squares.  A Square is similar to a city block. Squares were numbered starting at 1 and are currently in the 6000 series. Not all squares are active. A common cause of squares becoming inactive has been through street closing and combining squares. When the squares are combined usually the lower square number is killed and the higher square number is used for the combined square.  For example if squares 1 and 2 are combined, square 1 is killed and the combination becomes square 2.Spatial locations:Each Square is an Island, alone unto itself.  There is not now, and has never been, any citywide Survey Coordinate System in D.C.  Most squares are unrelated to other Squares by “Measured.” They are related by Record.  Street width is approximate. You cannot rely on the published official street widths to set up property lines or determine right-of-way. There is digital scan information available from DDOT regarding Right-of-Way.  Some Squares are divided by streets. That is, the same Square continues on the other side of the street.  Since there is no citywide Survey Coordinate System, squares were placed in their approximate location.  This process is known as “best fit”.",2015-02-27 21:10:08+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::washington-dc-boundary-stones-points,Washington DC Boundary Stones Points,"DC Boundary stone locations. The dataset contains locations and attributes of DC Boundary stones, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. A database provided by A. Morton Thomas &amp;amp; Associates, Inc. identified DC Boundary stone locations. DC Boundary stones field surveyed by GPS and conventional survey methods. Surveyed accuracy is +/- 5cm horizontal and +/- 9cm vertical. METADATA CONTENT IS IN PROCESS OF VALIDATION AND SUBJECT TO CHANGE.",2015-02-27 21:10:08+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::condo-approval-lots,Condo Approval Lots,"Condo lots are individual lots for each condominium. The lot numbers normally range from 2000-6999. These condo lots are not geographically defined other than being within a air rights, record, tax or a combination of lots that has one or more condo buildings within it. A condo regime number is assigned to each residential Condo application or Article of Confederation regardless of how many buildings there are at any one site. The Regime number starts with a 1, 2, or 3 depending upon where the condo is located and where they fall in the tri-annual assessment process of RPTA. All numbers after the first are consecutive. RPTA maintains the master list of Regime numbers for residential properties. Commercial condos are not associated with a Regime number and in order to properly track all condos, a unique Regime number was created. RPTA then establishes individual accounts for each condominium unit and assigns a condo lot number to that account. RPTA maintains the master list of Regime numbers and their relationship to approved condos. There are roughly 66571 condo lots and there associations are as follows: 49486 condos were approved for record lots, 16867 were approved for tax lots, 2817 were approved for air rights lots, and 2600 were approved for both air rights and tax lots. The CondoPly layer was created to assist users in visualizing the relationship between ground surface lots (Record Lots), overlay lots (Air Rights &amp; Tax Lots), and the associated Condos. When Condos are approved for ground lots, those lots remain in the production (active) layer and attributes updated to reflect the new condos. When Condos are approved for overlay lots, those lots are killed (dead lots) and archived to their respective history layer. Condo dwellings can also be queried city-wide via the individual VPM layers (active Record lots, dead Air Rights &amp; Tax lots) where the value in the “UNDERLIES_CONDO” field is equal to 1.",2015-02-27 21:10:09+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::public-easement-lines,Public Easement Lines,These are not to be confused with utility or private easements. They are often placed after an alley closing for traffic or access. Very few of the actual lines have been captured in this data set.,2015-02-27 21:10:11+00:00,"April 7, 2023"
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::youth-rehabilitation-facilities,Youth Rehabilitation Facilities,"The dataset contains point locations for sites identified by the DYRS Management and Real Estate, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. These do not contain group homes under contract with DYRS.",2015-02-27 21:11:56+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::emergency-walkout-routes,Emergency Walkout Routes,"Walkout Routes. The dataset contains locations and attributes of walkout routes used to evacuate residents of DC by foot, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies.",2015-02-27 21:11:57+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::emergency-transfer-locations,Emergency Transfer Locations,"Transfer Points. The dataset contains locations and attributes of transfer points, created as part of the District of Columbia, Department of Transportation (DDOT) Street Spatial Database (SSD). A database provided by the District of Columbia, Department of Transportation identified Street Lights",2015-02-27 21:11:57+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::fire-battalions,Fire Battalions,"FEMS Battalion Alarm Districts locations. The dataset contains locations and attributes of Battalion Alarm Districts, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Written documentation provided by FEMS identified Engine Local Alarm Districts locations. The dataset was created using the Street Center Line dataset as reference and snap base. Battalion Alarm Districts were aggregated from Engine Local Alarm Districts",2015-02-27 21:11:58+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::fire-alarm-districts,Fire Alarm Districts,"FEMS Engine Local Alarm Districts locations. The dataset contains locations and attributes of Engine Local Alarm Districts, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Written documentation provided by FEMS identified Engine Local Alarm Districts locations. The dataset was created using the Street Center Line dataset as reference and snap base.",2015-02-27 21:11:58+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::fire-hydrants,Fire Hydrants,This layer contains points representing locations for fire hydrants in the District of Columbia.,2015-02-27 21:11:59+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::fire-stations,Fire Stations,DC Fire and Emergency Medical Services Department (FEMS) stations. This dataset was created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Fire stations were identified from D.C. Fire and EMS Department records and heads-up digitized from 2002 orthophotographs.,2015-02-27 21:11:59+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::regional-evacuation-routes,Regional Evacuation Routes,"Regional Evacuation Routes. This dataset contains contains points representing locations of Regional Evacuation Routes, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Files provided by the District Department of Transportation contained DC, beltway, and regional evacuation routes. OCTO merged these layers together to form one layer.",2015-02-27 21:12:01+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::police-districts,Police Districts,"etropolitan Police Department (MPD) Police Districts. The dataset contains polygons representing of MPD Districts, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Police jurisdictions were initially created selecting street arcs from the planimetric street centerlines and street polygons, water polygons, real property boundaries and District of Columbia boundaries.2019 Boundary Changes:Periodically, MPD conducts a comprehensive assessment of our patrol boundaries to ensure optimal operations. This effort considers current workload, anticipated population growth, development, and community needs. The overarching goals for the 2019 realignment effort included: optimal availability of police resources, officer safety and wellness, and efficient delivery of police services. These changes took effect on 01/10/2019.On 03/27/2019, this boundary was modified to adjust dispatching of North Capitol Street’s northwest access roads to be more operationally efficient.",2015-02-27 21:12:01+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::police-service-areas,Police Service Areas,"Metropolitan Police Department (MPD) Police Service Areas (PSA). The dataset contains polygons representing of MPD PSA, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Police jurisdictions were initially created selecting street arcs from the planimetric street centerlines and street polygons, water polygons, real property boundaries and District of Columbia boundaries.2019 Boundary Changes:Periodically, MPD conducts a comprehensive assessment of our patrol boundaries to ensure optimal operations. This effort considers current workload, anticipated population growth, development, and community needs. The overarching goals for the 2019 realignment effort included: optimal availability of police resources, officer safety and wellness, and efficient delivery of police services. These changes took effect on 01/10/2019. On 03/27/2019, this boundary was modified to adjust dispatching of North Capitol Street’s northwest access roads to be more operationally efficient.",2015-02-27 21:12:02+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::police-stations,Police Stations,"This dataset contains point locations for all publicly identified sites and office locations including headquarters, station, field office and investigative unit locations. This dataset was created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO), MPD and participating D.C. government agencies. Facilities and offices were obtained from MPD's Office of Corporate Communications, through interviews with MPD's Criminal Intelligence, and Tactical Crime Analysis Unit and through site surveys conducted by DC GIS staff.",2015-02-27 21:12:02+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::walkout-route-collection-points,Walkout Route Collection Points,"Walkout Route Collection Points. The dataset contains locations and attributes of walkout route collection points used as locations where evacuees can board buses to exit the city, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies.",2015-02-27 21:12:04+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::regional-emergency-streets,Regional Emergency Streets,"Regional Streets beyond DC. This dataset contains contains lines representing locations of Regional Streets beyond DC, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. These locations were identified from public records and heads-up digitized from the 1995 orthophotographs.",2015-02-27 21:12:04+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::aging-and-community-living-lead-agencies,Aging and Community Living Lead Agencies,"Lead Agencies are neighborhood-based resource centers designed to help find services without having to leave your own community. These local agencies can work with you directly to identify helpful resources, get referrals, and connect you with our agency. Contact your local Lead Agency today to start the conversation. For more information please visit https://dacl.dc.gov/service/lead-agencies.",2015-02-27 21:12:56+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::dmv-service-locations,DMV Service Locations,"DC Government: agency locations. The dataset contains locations and attributes of DC Agencies, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Databases researched by the DC Office of the Chief Technology Officer (OCTO) identified DC Agency locations and DC GIS staff geo-processed the data.",2015-02-27 21:12:58+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::homeless-service-facilities,Homeless Service Facilities,"Homeless Facility and Service locations. The dataset contains locations and attributes of Homeless Facility and Service locations, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. A database provided by Answers Please and The InterFaith Conference of Metropolitan Washington identified emergency food, shelter and health care locations.",2015-02-27 21:12:59+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::human-service-locations,Human Service Locations,"Human Services Facilities - DC Answers Please Program. The dataset contains locations and attributes of Human Services Facilities, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. A database provided by the DC Department of Human Services (DHS) identified Human Services Facilities and DC GIS staff geo-processed the data.",2015-02-27 21:13:00+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::litter-cans,Litter Cans,"This dataset contains the locations of littercans in Washington DC maintained by the Department of Public Works. The data indicates the location, the type of littercan (steel or concrete), and whether or not it is located next to a bus stop. This data does not include littercans maintained by private concerns, BIDs, or other organizations. The littercan location points were ""heads-up""digitized in the field. The ""heads-up"" digitizing took place in reference to digital orthophoto planimetric data of the City using an ArcPad application operating on a Tablet PC.",2015-02-27 21:13:02+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::aging-and-community-living-service-areas,Aging and Community Living Service Areas,"Office of Aging Lead Agency Service Boundary. The dataset contains service boundaries and attributes of lead agencies funded by the DC Office of Aging, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies.  A database provided by the Office of Aging identified Lead Agency service boundaries.  Lead Agencies are comprehensive service-delivery organizations that plan and deliver direct services to the District''s elderly residents and their caregivers.",2015-02-27 21:13:03+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::conventional-recycling-days,Conventional Recycling Days,"Recycling day boundaries in the conventional trash collection area of Washington DC. The day boundaries are the areas where recycling collection takes place on a particular day. There are several routes within each day boundary. Each crew is assigned to collect recycling in one route per day. Whereas trash is collected in the conventional area twice per week, recycling is collected once per week. Blue 35 gallon recycling containers are distributed to citizens in the conventional area as they are in the supercan area, but in the densest areas some residents receive recyling bins that are easier to store and manuver in areas where on-street parking is tight. For more information, visit https://dpw.dc.gov/service/recycling-collection.",2015-02-27 21:13:04+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::conventional-trash-days,Conventional Trash Days,"Trash day boundaries in the conventional trash collection area of Washington DC. The day boundaries are the areas where trash collection takes place on a particular day. There are several routes within each day boundary. Each crew is assigned to collect trash in one route per day. Conventional trash collection refers to the type of trash container used by the residents for setting out trash. The smaller carts that are distributed by the City fit better in the more crowded areas of the central part of the City due to small or non-existent yards and tight alleys. Since the containers are smaller, trash in the conventional area of the City is collected twice a week. Therefore the Day boundaries are designated as Monday/Thursday or as Tuesday/Friday. For more information, visit https://dpw.dc.gov/service/trash-collection.",2015-02-27 21:13:04+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::supercan-trash-collection-areas,Supercan Trash Collection Areas,Trash day boundaries in the supercan trash collection area of Washington DC. The day boundaries are the areas where trash and recycling collection takes place on a particular day. There are several routes within each day boundary. Each crew is assigned to collect either trash or recycling in one route per day. Supercan trash collection refers to the type of trash container used by the residents for setting out trash. Supercans are 96 gallon containers that are distributed by the City to citizens in residential (less urban and therefore less dense) neighborhoods that form the outer ring portion of the City. The routes within these day boundaries are collected once per week. Recycling containers are blue 35 gallon containers that are distributed to citizens in these same areas.,2015-02-27 21:13:05+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::human-services-catchment-area,Human Services Catchment Area,"The dataset contains locations and attributes of catchment areas, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. A database provided by the Department of Human Services identified catchment areas. Under its system redesign for the Homeless Services Program (HSP), the Department of Human Services is changing the way providers perform outreach services. As part of this redesign the District has been divided into 9 catchment areas. Contractors will submit proposals to provide outreach services in these areas. There is no overlap within these areas, and not every portion of the District falls within a catchment area. The areas are of varying size and the number of homelessness persons within each catchment area will vary and change over time.",2015-02-27 21:13:06+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::public-housing-areas,Public Housing Areas,The dataset contains locations of Public Housing Building areas created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies.,2015-02-27 21:13:06+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::dhs-service-centers,DHS Service Centers,"The dataset contains locations and attributes of DHS Service Centers, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. A database provided by the District Department of Human Services of identified service center locations.",2015-02-27 21:13:08+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::tap-it-water-locations,Tap It Water Locations,"TapIt is a water bottle refilling network of over 1200 locations in DC, Maryland, and Virginia. Businesses are partnering with TapIt and local water utilities to provide the public free access to tap water as a more sustainable and healthy alternative to bottled beverages. The public can locate TapIt locations to refill their reusable water bottle at freetapwater.org.",2015-02-27 21:13:08+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::leaf-boundary,Leaf Boundary,"Leaf collection boundary. The fall leaf collection program runs from the first week of November through the second week of January. Loose leaves will be sent for composting. In neighborhoods with alley trash/recycling collections, bagged leaves may be placed where trash and recycling are collected.",2015-02-27 21:13:09+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::tennis-courts,Tennis Courts,"District of Columbia recreation facilities: tennis court sites. The dataset contains other recreation facilities based on locations of the District of Columbia Department of Parks and Recreation data, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies.",2015-02-27 21:13:48+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::marinas,Marinas,"Location of marinas in Washington, DC.",2015-02-27 21:13:49+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::recreation-facilities-1,Recreation Facilities,"DC Department of Parks and Recreation child care, administrative, maintenance, specialty and recreation centers identified as points. The dataset contains the addresses of these DPR centers, and has been created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. This data is provided by the Department of Parks and Recreation and contains the location and other information about centers under the jurisdiction of the DC Department of Parks and Recreation.",2015-02-27 21:13:50+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::boys-and-girls-club,Boys and Girls Club,"Boys and Girls Club locations. The dataset contains locations and attributes of Boys and Girls Clubs, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies.",2015-02-27 21:13:52+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::golf-courses,Golf Courses,"The dataset contains locations and attributes of Golf Courses, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies.",2015-02-27 21:13:52+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::recreation-fields,Recreation Fields,"Recreation Areas. The dataset contains polygons representing planimetric recreation areas, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO). These features were originally captured in 2015 and updated in 2017, 2019, and 2021.",2015-02-27 21:13:53+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::parks-and-recreation-areas,Parks and Recreation Areas,Department of Parks and Recreation (DPR) properties identified as polygons. The dataset contains general locations and amenity information about the properties under the jurisdiction of the DC Department of Parks and Recreation. It has been created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. This data is provided by the Department of Parks and Recreation.,2015-02-27 21:13:54+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::national-parks,National Parks,"Digital version of the National Park Service Map A, indicating Park Service properties and other government-owned land.",2015-02-27 21:13:55+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::swimming-pools,Swimming Pools,"Swimming Pools. The dataset contains polygons representing planimetric pools, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO). These features were originally captured in 2015 and updated in 2017, 2019, and 2021",2015-02-27 21:13:56+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::airport-runway-and-taxiway,Airport Runway and Taxiway,"Runway, taxiway, apron, airport perimeter, or helipad. The dataset contains polygons representing planimetric runway, taxiway, apron, airport perimeter, or helipad, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO). These features were originally captured in 2015 and updated in 2017, 2019, and 2021.",2015-02-27 21:14:32+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::heliports,Heliports,"Heliport locations. The dataset contains locations and attributes of DC Heliports, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. The National Transportation Atlas Database (NTAD) provided by the Bureau of Transportation Statistics, US Department of Transportation identified DC Heliport and Airport locations.",2015-02-27 21:14:32+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::bike-trails,Bike Trails,Bike trails primarily in park areas and along the National Mall in the District of Columbia. These are not bicycle lanes along District streets.,2015-02-27 21:14:34+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::capital-bikeshare-locations,Capital Bikeshare Locations,"Capital Bikeshare is metro DC's bikeshare service, with 5,000 bikes and 600+ stations across 7 jurisdictions: Washington, DC.; Arlington, VA; Alexandria, VA; Montgomery, MD; Prince George's County, MD; Fairfax County, VA; and the City of Falls Church, VA. For more information, please visit https://www.capitalbikeshare.com.",2015-02-27 21:14:34+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::signed-bike-routes,Signed Bike Routes,"The dataset contains locations and attributes of Signed Bike Routes, created as part of the District of Columbia, Department of Transportation (DDOT) Street Spatial Database (SSD). A database provided by the District of Columbia, Department of Transportation identified StreetSegment locations.",2015-02-27 21:14:35+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::alley-maintenance-inventory,Alley Maintenance Inventory,"Inventory of alleys within the District including data for alley condition, status, material, and other alley-related information.",2015-02-27 21:14:37+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::bridge-and-tunnel-entrances,Bridge and Tunnel Entrances,"Bridge and tunnel entrance. The dataset contains polygons representing planimetric bridge and tunnel entrances, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO). These features were originally captured in 2015 and updated in 2017, 2019, and 2021.",2015-02-27 21:14:37+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::closed-circuit-tv-street-cameras,Closed Circuit TV Street Cameras,The dataset contains locations and attributes of closed circuit television cameras for viewing traffic conditions on DC streets.,2015-02-27 21:14:38+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::permanent-traffic-count-stations,Permanent Traffic Count Stations,"The dataset contains location and attributes of traffic controls located at each intersection in the District of Columbia. All traffic poles, pavement markings, traffic cabinets and cameras located within 10 meters of curb face intersections are collected. Poles must support traffic control devices in order to be collected. This includes traffic control signs, traffic signals, traffic arms and cameras. The data set does not include poles supporting only name plate signs and parking enforcement signs.",2015-02-27 21:14:38+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::weigh-in-motion-sites,Weigh In Motion Sites,"The dataset contains locations and attributes of weigh-in-motion stations, created as part of the District of Columbia, Department of Transportation (DDOT) Street Spatial Database (SSD).  A database provided by the District of Columbia, Department of Transportation identified Weigh-In-Motion stations. Weigh-in-motion or weighing in motion (WIM) devices are designed to capture and record axle weights and gross vehicle weights as vehicles drive over a measurement site.",2015-02-27 21:14:39+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::speed-detector,Speed Detector,"Speed detector locations. The dataset contains locations and attributes of Speed detector, created as part of the District of Columbia, Department of Transportation (DDOT) Street Spatial Database (SSD). A database provided by the District of Columbia, Department of Transportation identified Speed detector locations.",2015-02-27 21:14:39+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::snow-removal-areas,Snow Removal Areas,Snow areas (Residential Snow Areas-RSA) are used during the Winter season in the District of Columbia. This specific data set was created for the specific purpose of printing maps of each of the 82 RSAs (and their associated snow routes) on a letter-sized sheet of paper for use by snow teams.,2015-02-27 21:14:40+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::snow-emergency-service-roads,Snow Emergency Service Roads,This dataset contains lines representing locations of Snow Emergency Routes for the DC.,2015-02-27 21:14:40+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::snow-emergency-ramps,Snow Emergency Ramps,This dataset contains lines representing locations of Snow Emergency Ramps for the DC Region.,2015-02-27 21:14:41+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::snow-emergency-roads,Snow Emergency Roads,This dataset contains lines representing locations of Snow Emergency Roads for the DC Region.,2015-02-27 21:14:42+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::snow-removal-zones,Snow Removal Zones,"A snow zone is a group of residential snow areas (RSA).The snow zones are used for planning and management of Washington by DDOT, DPW and other local government agencies. This specific data set was created for administrative purposes: individual operators and foremen from DDOT and DPW assigned to each RSA or to primary and secondary snow routes within a zone, work as a team to ensure that service standards for clearing all assigned streets are achieved.",2015-02-27 21:14:43+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::salt-domes,Salt Domes,"Location Points of Salt Storage Domes. Attributes include name of facility, address, type, and coordinate.",2015-02-27 21:14:43+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::snow-removal-all-routes,Snow Removal All Routes,This feature class contains locations and attributes of all DC Snow Routes for snow removal crew. This specific data set was created to increase routing efficiency and improve operational planning and execution. This data set was also created for the specific purpose of printing maps of each of the 69 snow routes on a letter-sized sheet of paper for use by the snow removal crew assigned to individual routes.,2015-02-27 21:14:43+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::traffic-signal-cabinets,Traffic Signal Cabinets,"The dataset contains location and attributes of traffic controls located at each intersection in the District of Columbia. All traffic poles, pavement markings, traffic cabinets and cameras located within 10 meters of curb face intersections are collected. Poles must support traffic control devices in order to be collected. This includes traffic control signs, traffic signals, traffic arms and cameras. The data set does not include poles supporting only name plate signs and parking enforcement signs.",2015-02-27 21:14:46+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::2030-proposed-streetcar,2030 Proposed Streetcar,2030 proposed street car routes. Part of the https://movedc.dc.gov initiative.,2015-02-27 21:14:47+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::2030-proposed-rapid-bus,2030 Proposed Rapid Bus,Rapid Bus - 2030 transportation plan as part of https://movedc.dc.gov.,2015-02-27 21:14:47+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::transportation-study-areas,Transportation Study Areas,"A tremendous amount of work at the District Department of Transportation (DDOT) is done behind the scenes, long before crews break ground on construction projects. Our planning staff designs new projects and guides them from concept to engineering. Their studies also help identify necessary improvements and help shape the District’s transportation policies.",2015-02-27 21:14:49+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::park-and-ride-points,Park and Ride Points,Information provided by the Washington Metropolitan Area Transportation Authority (WMATA) identified Park N Ride locations.,2015-02-27 21:14:49+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::interstate-highways-1,Interstate Highways,"Roadway Street Blocks representing Interstates, Freeways, Expressways in the District, This data set was created to act as a basis for public and private institutions to improve their policy and decision making; promote economic development; and enhance the quality of life for residents and businesses. For more information please visit DDOT's wiki page.",2015-02-27 21:14:52+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::street-vendors,Street Vendors,"DDOT and agency partners shares responsibility for the safe, efficient, and effective management of vending in public space throughout the District. DDOT coordinates and maintains vending regulations to ensure that they are responsive to the goals of creating lively and animated neighborhood streets, but also adequately protect public safety and movement.",2015-02-27 21:14:52+00:00,
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::roadway-functional-classification-1,Roadway Functional Classification,"Roadway Street Block by Functional Class. A single line, segmented at all intersections (alley, service road, drive, street, and driveway centerline types), representing each street in the District. They follow the general trend of the street and do not deviate due to parking lanes, turning lanes, etc. and contain address ranges for geocoding. The street GIS database includes five different street road types: Collector, Interstate, Local, Minor Arterial, Other Freeway and Expressway, Principal ArterialFor more information please visit DDOT's wiki page.",2015-02-27 21:14:58+00:00,
