link,title,description,published,date_updated,date
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::recycling-requested-last-30-days,Recycling Requested - Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-04-30 13:01:05+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::sanitation-enforcement-last-30-days,Sanitation Enforcement - Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-04-30 13:01:07+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::sign-removal-last-30-days,Sign Removal- Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-04-30 13:01:08+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::abandoned-vehicle-private-last-30-days,Abandoned Vehicle Private - Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-04-30 13:01:10+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::street-alley-repair-last-30-days,Street/Alley Repair - Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-04-30 13:01:12+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::supercan-last-30-days,Supercan - Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-04-30 13:01:13+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::bulk-collection-last-30-days,Bulk Collection - Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-04-30 13:01:13+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::traffic-signal-maintenance-last-30-days,Traffic Signal Maintenance - Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-04-30 13:01:14+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::trash-collection-last-30-days,Trash Collection - Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-04-30 13:01:15+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::tree-trimming-in-last-30-days,Tree Trimming in Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-04-30 13:01:15+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::tree-inspection-in-the-last-30-days,Tree Inspection in the Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-04-30 13:01:16+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::street-alley-lights-last-30-days,Street/Alley Lights - Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-04-30 13:01:18+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::construction-permits-in-the-last-30-days,Construction Permits in the Last 30 Days,"The dataset contains locations and attributes of above ground permits applied for and approved by the District Department of Transportation. They are newly occupied constructions and events. Examples include: moving truck, roll off debris container, moving storage container, construction staging area, mobile crane work zone, other reserved parking. The public space permit process is described on the DDOT website https://ddot.dc.gov.These data are shared via an automated process where addresses are batch matched (geocoded) to the District's Master Address Repository. Users may find that some data points will contain 0,0 for X,Y coordinates resulting in inconsistent spatial locations. Addresses for these data points could not be automatically geocoded and will need to be manually geocoded to 'best fit' locations in DC. Use the MAR Geocoderto help complete this.",2015-06-18 16:51:14+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::leaf-collection-streets,Leaf Collection Streets,"The fall leaf collection program runs from the first week of November through the second week of January. This data highlights road ways where the Department of Public Works (DPW) will collect leaves at least twice by “vacuuming” loose leaves residents rake into their treebox(es). Loose leaves will be sent for composting. In neighborhoods with alley trash/recycling collections, bagged leaves may be placed where trash and recycling are collected.",2015-11-24 21:09:23+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::container-removal-in-last-30-days,Container Removal in Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-12-10 19:19:17+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::doee-services-in-last-30-days,DOEE Services in Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-12-10 19:44:21+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::emergency-no-parking-verification-in-last-30-days,Emergency No Parking Verification in Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-12-10 19:50:52+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::fems-service-requests-in-last-30-days,FEMS Service Requests in Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-12-10 19:55:44+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::rodent-inspection-and-treatment-in-last-30-days,Rodent Inspection and Treatment in Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-12-10 20:16:31+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::traffic-calming-in-last-30-days,Traffic Calming in Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-12-10 20:20:48+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::wire-down-or-power-outage-in-last-30-days,Wire Down or Power Outage in Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Mapwhich allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2015-12-10 20:25:26+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::protrack-project-polygon,ProTrack Project Polygon,"Rehabilitation projects for roadways, sidewalks, alleys and markings from ProTrack+. These polygons are selected from the Project Initiation polygons and are associated with Solicitation Number and/or Contract Number. As the District Department of Transportation (DDOT) works to meet the goals of quality roadways, it has taken into account road quality assessment and community requests allowing the department to first address the streets that are in greatest need and highest priority to the community. Keeping DC roads in good condition provides maximum benefit to the traveling public by enhancing the safety of the roadway and improving the ride comfort of the road surface. View our weekly construction update to find out where DDOT crews are scheduled to be working over the coming days.",2019-03-11 15:45:45+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::exposure-activities-all-activity-trends,Exposure Activities All Activity Trends,"The “All Activity Trend” shows the number of positive cases that were interviewed (bar graph) and the percentage of those interviewed who reported each select high to moderate exposure activity types (i.e. personal care, dining out, social-related activities, work, travel, gym/fitness, sports, and faith-related events) during their exposure period (trend lines) on a weekly basis.Note: Data subject to change on a daily basis. Data are restricted to positive cases with a completed contact tracing interview. Possible exposure data are collected during the contact tracing interview as self-reported activities occurring within the 2-week period before the date of symptom onset for symptomatic individuals or the date of test sample collection for asymptomatic individuals. Data collection methods were altered starting the week of Dec 11 for gym/fitness and sports, so should not be compared to previous values.* High to Moderate Exposure Activity Types are not exhaustive and include travel, personal care, faith events, work, dining out, social events, gym/fitness, and sports.Data is updated on a weekly basis.",2021-02-24 18:43:04+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::exposure-activities-event-setting,Exposure Activities Event Setting,"The “event setting” demonstrates cumulative data since July 31, 2020 of positive cases interviewed who reported attending an event with five or more attendees and identified its setting type (i.e. fully outdoors, fully indoors, or both indoors and outdoors) during their exposure period.Note: Data subject to change on a daily basis. Data are restricted to positive cases with a completed contact tracing interview. Possible exposure data are collected during the contact tracing interview as self-reported activities occurring within the 2-week period before the date of symptom onset for symptomatic individuals or the date of test sample collection for asymptomatic individuals. Data collection methods were altered starting the week of Dec 11 for gym/fitness and sports, so should not be compared to previous values.* High to Moderate Exposure Activity Types are not exhaustive and include travel, personal care, faith events, work, dining out, social events, gym/fitness, and sports.Data is updated on a weekly basis.",2021-02-24 19:01:42+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::exposure-activities-event-size,Exposure Activities Event Size,"The “Event Size” figure shows cumulative data since July 31, 2020 of positive cases interviewed who reported attending an event with at least five attendees and stated the event size (i.e. 5-10, 11-20, 21-50, 51-74, 75+ attendees).Note: Data subject to change on a daily basis. Data are restricted to positive cases with a completed contact tracing interview. Possible exposure data are collected during the contact tracing interview as self-reported activities occurring within the 2-week period before the date of symptom onset for symptomatic individuals or the date of test sample collection for asymptomatic individuals. Data collection methods were altered starting the week of Dec 11 for gym/fitness and sports, so should not be compared to previous values.* High to Moderate Exposure Activity Types are not exhaustive and include travel, personal care, faith events, work, dining out, social events, gym/fitness, and sports.Data is updated on a weekly basis.",2021-02-24 19:05:56+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::exposure-activities-number-of-activities,Exposure Activities Number of Activities,"The “Number of Activities” chart indicates the number of activity types reported by interviewed positive cases during their exposure period. Activity types were considered moderate to high exposure activity types, and included personal care, dining out, social-, work-, travel-, faith-, gym/fitness-, and sports-related activities. Data is reported on a weekly basis from Friday to the following Thursday.Note: Data subject to change on a daily basis. Data are restricted to positive cases with a completed contact tracing interview. Possible exposure data are collected during the contact tracing interview as self-reported activities occurring within the 2-week period before the date of symptom onset for symptomatic individuals or the date of test sample collection for asymptomatic individuals. Data collection methods were altered starting the week of Dec 11 for gym/fitness and sports, so should not be compared to previous values.* High to Moderate Exposure Activity Types are not exhaustive and include travel, personal care, faith events, work, dining out, social events, gym/fitness, and sports.Data is updated on a weekly basis.",2021-02-24 19:07:51+00:00,"April 7, 2023",2023-04-07
https://datahub-dc-dcgis.hub.arcgis.com/datasets/DCGIS::scheduled-yard-waste-in-last-30-days,Scheduled Yard Waste in Last 30 Days,"Data provided here are from the DC's 311 service request center. They represent all service requests such as abandoned automobiles, parking meter repair and bulk trash pickup. Requests are received by the Office of Unified Communications (OUC) through the Mayor's Call Center (311), citizens web intake at https://311.dc.gov, electronic and US mail service or via other methods of communication. The Office of Unified Communications (OUC)oversees the designated call center for all 311 calls and for all District 911 calls. Please also visit the DC 311 Service Request Map which allows the public to see service requests in the last 30 days. Users can view requests by Ward within charts. Just set the area filter to select service requests. Click on a service request to view details.",2021-08-18 15:41:56+00:00,"April 7, 2023",2023-04-07
